wwtp_jurisdiction,wwtp_id,reporting_jurisdiction,sample_location,key_plot_id,county_names,county_fips,population_served,date_start,date_end,detect_prop_15d,percentile,sampling_prior,first_sample_date,ptc_15d,sample_location_specify
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-10-29,2023-11-12,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-10-30,2023-11-13,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-10-31,2023-11-14,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-01,2023-11-15,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-02,2023-11-16,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-03,2023-11-17,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-04,2023-11-18,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-05,2023-11-19,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-06,2023-11-20,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-07,2023-11-21,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-08,2023-11-22,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-09,2023-11-23,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-10,2023-11-24,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-11,2023-11-25,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-12,2023-11-26,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-13,2023-11-27,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-14,2023-11-28,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-15,2023-11-29,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-16,2023-11-30,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-17,2023-12-01,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-18,2023-12-02,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-19,2023-12-03,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-20,2023-12-04,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-21,2023-12-05,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-22,2023-12-06,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-23,2023-12-07,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-24,2023-12-08,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-25,2023-12-09,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-26,2023-12-10,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-27,2023-12-11,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-28,2023-12-12,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-29,2023-12-13,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-11-30,2023-12-14,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-01,2023-12-15,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-02,2023-12-16,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-03,2023-12-17,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-04,2023-12-18,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-05,2023-12-19,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-06,2023-12-20,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-07,2023-12-21,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-08,2023-12-22,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-09,2023-12-23,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-10,2023-12-24,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-11,2023-12-25,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-12,2023-12-26,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-13,2023-12-27,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-14,2023-12-28,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-15,2023-12-29,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-16,2023-12-30,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-17,2023-12-31,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-18,2024-01-01,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-19,2024-01-02,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-20,2024-01-03,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-21,2024-01-04,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-22,2024-01-05,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-23,2024-01-06,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-24,2024-01-07,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-25,2024-01-08,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-26,2024-01-09,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-27,2024-01-10,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-28,2024-01-11,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-29,2024-01-12,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-30,2024-01-13,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2023-12-31,2024-01-14,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2024-01-01,2024-01-15,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2024-01-02,2024-01-16,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2024-01-03,2024-01-17,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2024-01-04,2024-01-18,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2024-01-05,2024-01-19,,999.0,no,2023-08-21,,
Maryland,547,Maryland,Treatment plant,CDC_BIOBOT_md_547_Treatment plant_raw wastewater,Howard,24027,270000,2024-01-06,2024-01-20,,999.0,no,2023-08-21,,
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2023-12-24,2024-01-07,100,999.0,no,2024-01-07,,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2023-12-25,2024-01-08,100,999.0,no,2024-01-07,,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2023-12-26,2024-01-09,100,999.0,no,2024-01-07,-100,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2023-12-27,2024-01-10,100,999.0,no,2024-01-07,-100,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2023-12-28,2024-01-11,100,999.0,no,2024-01-07,-100,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2023-12-29,2024-01-12,100,999.0,no,2024-01-07,-100,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2023-12-30,2024-01-13,100,999.0,no,2024-01-07,-100,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2023-12-31,2024-01-14,100,999.0,no,2024-01-07,-94,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2024-01-01,2024-01-15,100,999.0,no,2024-01-07,-94,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2024-01-02,2024-01-16,100,999.0,no,2024-01-07,-93,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2024-01-03,2024-01-17,100,999.0,no,2024-01-07,-93,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2024-01-04,2024-01-18,100,999.0,no,2024-01-07,-93,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2024-01-05,2024-01-19,100,999.0,no,2024-01-07,-93,670
Florida,2593,Florida,Treatment plant,CDC_VERILY_fl_2593_Treatment plant_670_raw wastewater,Orange,12095,277823,2024-01-06,2024-01-20,100,999.0,no,2024-01-07,-93,670
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-11,2023-04-25,100,41.0,no,2023-04-25,,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-12,2023-04-26,100,41.0,no,2023-04-25,,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-13,2023-04-27,100,70.5,no,2023-04-25,2147483647,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-14,2023-04-28,100,70.5,no,2023-04-25,2147483647,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-15,2023-04-29,100,70.5,no,2023-04-25,2147483647,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-16,2023-04-30,100,70.5,no,2023-04-25,2147483647,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-17,2023-05-01,100,70.5,no,2023-04-25,2147483647,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-18,2023-05-02,67,49.0,no,2023-04-25,-99,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-19,2023-05-03,67,49.0,no,2023-04-25,-99,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-20,2023-05-04,50,38.75,no,2023-04-25,-99,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-21,2023-05-05,50,38.75,no,2023-04-25,-99,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-22,2023-05-06,50,38.75,no,2023-04-25,-99,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-23,2023-05-07,50,38.75,no,2023-04-25,-99,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-24,2023-05-08,50,38.75,no,2023-04-25,-99,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-25,2023-05-09,60,48.8,no,2023-04-25,-50,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-26,2023-05-10,50,48.8,no,2023-04-25,-73,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-27,2023-05-11,60,56.8,no,2023-04-25,-1,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-28,2023-05-12,50,56.8,no,2023-04-25,29543,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-29,2023-05-13,50,56.8,no,2023-04-25,29543,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-04-30,2023-05-14,50,56.8,no,2023-04-25,29543,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-01,2023-05-15,50,56.8,no,2023-04-25,29543,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-02,2023-05-16,60,39.0,no,2023-04-25,533,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-03,2023-05-17,75,39.0,no,2023-04-25,161,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-04,2023-05-18,80,48.4,no,2023-04-25,138,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-05,2023-05-19,100,48.4,no,2023-04-25,-93,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-06,2023-05-20,100,48.4,no,2023-04-25,-93,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-07,2023-05-21,100,48.4,no,2023-04-25,-93,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-08,2023-05-22,100,48.4,no,2023-04-25,-93,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-09,2023-05-23,100,55.6,no,2023-04-25,-77,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-10,2023-05-24,100,55.6,no,2023-04-25,-62,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-11,2023-05-25,100,51.8,no,2023-04-25,-10,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-12,2023-05-26,100,51.8,no,2023-04-25,562,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-13,2023-05-27,100,51.8,no,2023-04-25,562,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-14,2023-05-28,100,51.8,no,2023-04-25,562,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-15,2023-05-29,100,51.8,no,2023-04-25,562,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-16,2023-05-30,100,40.6,no,2023-04-25,44,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-17,2023-05-31,100,40.6,no,2023-04-25,-54,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-18,2023-06-01,100,48.4,no,2023-04-25,-32,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-19,2023-06-02,100,48.4,no,2023-04-25,-42,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-20,2023-06-03,100,48.4,no,2023-04-25,-42,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-21,2023-06-04,100,48.4,no,2023-04-25,-42,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-22,2023-06-05,100,48.4,no,2023-04-25,-42,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-23,2023-06-06,100,48.2,no,2023-04-25,-12,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-24,2023-06-07,100,48.2,no,2023-04-25,-35,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-25,2023-06-08,100,50.4,no,2023-04-25,-14,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-26,2023-06-09,100,50.4,no,2023-04-25,173,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-27,2023-06-10,100,50.4,no,2023-04-25,173,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-28,2023-06-11,100,50.4,no,2023-04-25,173,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-29,2023-06-12,100,50.4,no,2023-04-25,173,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-30,2023-06-13,100,41.8,no,2023-04-25,-6,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-05-31,2023-06-14,100,41.8,no,2023-04-25,-56,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-01,2023-06-15,100,45.8,no,2023-04-25,-41,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-02,2023-06-16,100,45.8,no,2023-04-25,-56,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-03,2023-06-17,100,45.8,no,2023-04-25,-56,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-04,2023-06-18,100,45.8,no,2023-04-25,-56,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-05,2023-06-19,100,45.8,no,2023-04-25,-56,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-06,2023-06-20,100,37.6,no,2023-04-25,-77,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-07,2023-06-21,100,37.6,no,2023-04-25,-82,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-08,2023-06-22,100,29.8,no,2023-04-25,-76,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-09,2023-06-23,100,29.8,no,2023-04-25,-73,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-10,2023-06-24,100,29.8,no,2023-04-25,-73,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-11,2023-06-25,100,29.8,no,2023-04-25,-73,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-12,2023-06-26,100,29.8,no,2023-04-25,-73,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-13,2023-06-27,100,29.8,no,2023-04-25,-73,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-14,2023-06-28,100,29.8,no,2023-04-25,-88,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-15,2023-06-29,100,40.25,no,2023-04-25,586,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-16,2023-06-30,100,40.25,no,2023-04-25,11063,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-17,2023-07-01,100,40.25,no,2023-04-25,11063,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-18,2023-07-02,100,40.25,no,2023-04-25,11063,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-19,2023-07-03,100,40.25,no,2023-04-25,11063,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-20,2023-07-04,100,40.25,no,2023-04-25,11063,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-21,2023-07-05,100,40.25,no,2023-04-25,16700,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-22,2023-07-06,100,59.667,no,2023-04-25,432,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-23,2023-07-07,100,59.667,no,2023-04-25,-83,
New York,2264,New York,Treatment plant,NWSS_ny_2264_Treatment plant_raw wastewater,Nassau,36059,8288,2023-06-24,2023-07-08,100,59.667,no,2023-04-25,-83,
